GENE       CHR      START       STOP  NSNPS  NPARAM     N        ZSTAT      P_MULTI  P_SNPWISE_MEAN  P_SNPWISE_TOP1
11061       13   53267399   53348947    190      28  4338      0.49514      0.31025          0.2514         0.36564
5100        13   53408109   53457775    125      19  4338     -0.32138      0.62604         0.40128         0.82143
10562       13   53567876   53636196    182      38  4338     -0.36893      0.64391         0.71284         0.50963
122183      13   57680052   57728073     81      16  4338     -0.29942      0.61769         0.54348         0.58837
729233      13   57686622   57734643     60      14  4338    -0.049453      0.51972         0.45787          0.5217
729240      13   57693195   57741216     48      12  4338     0.075947      0.46973         0.42769         0.46584
729246      13   57699766   57747787     37      11  4338      0.33473      0.36892         0.28816         0.44802
729250      13   57706331   57754352     32      11  4338      0.31689      0.37566         0.30152         0.44045
27253       13   58169238   58313445    286      41  4338     -0.90048      0.81607         0.76663         0.70765
81624       13   60229717   60773119   1236      49  4338      0.38706      0.34936         0.25191         0.44652
81550       13   60935591   61158013    383      34  4338        -1.21      0.88686         0.88884         0.74654
64881       13   61973818   62024655    172      19  4338     -0.11818      0.54704         0.55952         0.45451
101927016   13   64396797   64442126    135      21  4338     -0.84989      0.80231         0.69617         0.77675
5101        13   66866966   67839468   2095     153  4338       1.8549     0.031808         0.23044        0.019974
57626       13   70264725   70717625   1835      98  4338       2.1248     0.016803         0.17536       0.0080399
1602        13   72002098   72476330    643      86  4338     -0.45872      0.67678         0.42964           0.892
79866       13   73266981   73340328    160      27  4338      0.54954      0.29132         0.39993         0.20718
440145      13   73272495   73336938    127      23  4338      0.69152      0.24462         0.36541         0.16743
22894       13   73319540   73391344    164      21  4338      0.96249       0.1679         0.35532        0.088578
10464       13   73321202   73600592    707      44  4338       1.1082      0.13388         0.28572        0.079823
688         13   73594114   73661676    210      38  4338      0.40049       0.3444         0.74253         0.15131
11278       13   74250149   74743400   1299     132  4338    -0.029727      0.51186         0.87665         0.24488
9882        13   75848809   76091782    610      73  4338      -1.4332       0.9241         0.78818          0.9536
7347        13   76088616   76190156    302      28  4338      0.35032      0.36305         0.26449         0.45838
170622      13   76089350   76146991    156      21  4338       0.1305      0.44808         0.46403         0.38747
4008        13   76159570   76444006    779      74  4338     -0.62414      0.73373          0.6381         0.72778
729420      13   76410174   76467948    222      28  4338      -1.0116      0.84413         0.94864         0.66099
115207      13   77444304   77495540    119      27  4338      -1.0233      0.84692         0.93675         0.66032
730249      13   77487694   77542777    165      31  4338     -0.93551      0.82524         0.83738         0.74739
1203        13   77531059   77586652    167      26  4338      -1.0928      0.86276         0.71183         0.93547
26224       13   77569389   77636331    174      25  4338     -0.86109      0.80541         0.66997         0.82173
23077       13   77608792   77936177    622      45  4338      -1.0749      0.85879         0.77576         0.83476
8796        13   78074809   78229398    356      40  4338      -1.5057      0.93392         0.84363         0.94452
100129307   13   78225511   78271536    129      19  4338      -1.8124      0.96504         0.89044         0.98167
122060      13   78236989   78348377    239      30  4338      -1.1728      0.87957         0.80085         0.84842
1910        13   78459616   78584664    364      28  4338     -0.88373      0.81158         0.71384         0.77508
5457        13   79163227   79212695    107      18  4338       1.3781     0.084082          0.1943        0.056043
79596       13   79178421   79268314    193      27  4338        1.328     0.092094         0.12655         0.10484
64062       13   79875962   80015393    376      21  4338     -0.68228      0.75247         0.65375         0.71882
54602       13   80020259   80140212    242      23  4338     0.030049      0.48801         0.47894         0.42611
101927216   13   80606827   80659465    156      24  4338      0.37856      0.35251         0.24467         0.48483
10253       13   80900111   80950086    115      22  4338      -1.7794      0.96241         0.98333         0.89823
114798      13   84441340   84491528    154      22  4338       1.7902     0.036713          0.0461        0.052488
84189       13   86356922   86408483    234      26  4338        0.475      0.31739         0.19701         0.48597
26050       13   88288931   88341871    143      23  4338      -1.5108      0.93458         0.93305         0.84319
